id	mode	old_offset	new_offset	old_size	new_size	refs_updated
ODYSSEY-TXT-001088	relocated	0x01B2E1C	0x141DC74	18	21	0x045B084
ODYSSEY-TXT-001089	relocated	0x01B2E2E	0x141DC8C	26	24	0x045B088
ODYSSEY-TXT-001090	relocated	0x01B2E40	0x141DCA4	8	21	0x0B25EB4
ODYSSEY-TXT-001091	relocated	0x01B2E48	0x141DCBC	16	19	0x045B08C
ODYSSEY-TXT-001092	relocated	0x01B2E58	0x141DCD0	18	16	0x045B090
ODYSSEY-TXT-001093	relocated	0x01B2E61	0x141DCE0	9	10	0x04AC540
ODYSSEY-TXT-001095	relocated	0x01B2E6F	0x141DCEC	7	8	0x012B750
ODYSSEY-TXT-001096	relocated	0x01B2E88	0x141DCF4	64	68	0x045B098
ODYSSEY-TXT-001097	relocated	0x01B2EC8	0x141DD38	56	64	0x045B09C
ODYSSEY-TXT-001098	inplace	0x01B2F00	0x01B2F00	67	65	
ODYSSEY-TXT-001099	relocated	0x01B2F43	0x141DD78	49	53	0x045B0A4
ODYSSEY-TXT-001100	relocated	0x01B2FA9	0x141DDB0	32	44	0x045B0AC
ODYSSEY-TXT-001101	inplace	0x01B2FC9	0x01B2FC9	186	179	
ODYSSEY-TXT-001102	relocated	0x01B3083	0x141DDDC	38	42	0x045B0B4
ODYSSEY-TXT-001103	inplace	0x01B30A9	0x01B30A9	24	23	
ODYSSEY-TXT-001104	relocated	0x01B30C1	0x141DE08	27	36	0x045B0BC
ODYSSEY-TXT-001105	relocated	0x01B30DC	0x141DE2C	32	45	0x045B0C0
ODYSSEY-TXT-001106	relocated	0x01B30FC	0x141DE5C	35	44	0x045B0C4
ODYSSEY-TXT-001107	relocated	0x01B311F	0x141DE88	33	33	0x045B0C8
ODYSSEY-TXT-001108	relocated	0x01B3131	0x141DEAC	15	24	0x0AB4A64
ODYSSEY-TXT-001109	relocated	0x01B3140	0x141DEC4	15	24	0x045B0CC
ODYSSEY-TXT-001110	relocated	0x01B3144	0x141DEDC	11	22	0x0B06538
ODYSSEY-TXT-001111	relocated	0x01B314F	0x141DEF4	25	27	0x045B0D0
ODYSSEY-TXT-001112	relocated	0x01B3168	0x141DF10	33	36	0x045B0D4
ODYSSEY-TXT-001113	relocated	0x01B3189	0x141DF34	37	41	0x045B0D8
ODYSSEY-TXT-001114	relocated	0x01B31AE	0x141DF60	37	43	0x045B0DC
ODYSSEY-TXT-001115	relocated	0x01B31D3	0x141DF8C	25	40	0x045B0E0
ODYSSEY-TXT-001116	relocated	0x01B31EC	0x141DFB4	19	23	0x045B0E4
ODYSSEY-TXT-001117	relocated	0x01B31FF	0x141DFCC	22	36	0x045B0E8
ODYSSEY-TXT-001118	relocated	0x01B3215	0x141DFF0	17	25	0x045B0EC
ODYSSEY-TXT-001119	relocated	0x01B3226	0x141E00C	29	32	0x045B0F0
ODYSSEY-TXT-001120	relocated	0x01B3276	0x141E02C	26	37	0x045B0FC
ODYSSEY-TXT-001121	relocated	0x01B32CD	0x141E054	22	25	0x045B108
ODYSSEY-TXT-001122	relocated	0x01B32F9	0x141E070	18	27	0x045B110
ODYSSEY-TXT-001123	inplace	0x01B330B	0x01B330B	32	29	
ODYSSEY-TXT-001124	relocated	0x01B335C	0x141E08C	23	33	0x045B120
ODYSSEY-TXT-001125	relocated	0x01B3373	0x141E0B0	25	37	0x045B124
ODYSSEY-TXT-001126	relocated	0x01B338C	0x141E0D8	26	37	0x045B128
ODYSSEY-TXT-001127	relocated	0x01B33EA	0x141E100	24	28	0x045B134
ODYSSEY-TXT-001128	inplace	0x01B3402	0x01B3402	37	35	
ODYSSEY-TXT-001129	relocated	0x01B3457	0x141E11C	24	26	0x045B144
ODYSSEY-TXT-001130	relocated	0x01B3481	0x141E138	26	29	0x045B14C
ODYSSEY-TXT-001131	relocated	0x01B349B	0x141E158	28	31	0x045B150
ODYSSEY-TXT-001132	inplace	0x01B34B7	0x01B34B7	31	31	
ODYSSEY-TXT-001133	relocated	0x01B34D6	0x141E178	32	40	0x045B158
ODYSSEY-TXT-001134	inplace	0x01B34F6	0x01B34F6	32	32	
ODYSSEY-TXT-001135	relocated	0x01B3516	0x141E1A0	15	25	0x045B160
ODYSSEY-TXT-001136	inplace	0x01B35E6	0x01B35E6	261	231	
ODYSSEY-TXT-001137	relocated	0x01B379A	0x141E1BC	175	205	0x045B174
ODYSSEY-TXT-001138	relocated	0x01B3849	0x141E28C	45	69	0x045B178
ODYSSEY-TXT-001139	inplace	0x01B3876	0x01B3876	252	250	
ODYSSEY-TXT-001140	inplace	0x01B3A51	0x01B3A51	123	108	
ODYSSEY-TXT-001141	inplace	0x01B3ACC	0x01B3ACC	234	229	
ODYSSEY-TXT-001142	relocated	0x01B3C99	0x141E2D4	130	156	0x045B190
ODYSSEY-TXT-001143	relocated	0x01B3EBC	0x141E370	195	211	0x045B19C
ODYSSEY-TXT-001144	relocated	0x01B4566	0x141E444	22	25	0x1A6388C
ODYSSEY-TXT-001145	relocated	0x01B4FB2	0x141E460	75	79	0x045B1EC
ODYSSEY-TXT-001146	relocated	0x01B51B1	0x141E4B0	193	201	0x045B1F8
ODYSSEY-TXT-001147	relocated	0x01B5325	0x141E57C	93	102	0x045B200
ODYSSEY-TXT-001148	inplace	0x01B5455	0x01B5455	39	33	
ODYSSEY-TXT-001149	relocated	0x01B54E1	0x141E5E4	168	180	0x045B20C
ODYSSEY-TXT-001150	inplace	0x01B5589	0x01B5589	107	96	
ODYSSEY-TXT-001151	relocated	0x01B5705	0x141E698	18	20	0x045B224
ODYSSEY-TXT-001152	relocated	0x01B5717	0x141E6AC	17	22	0x045B228
ODYSSEY-TXT-001153	relocated	0x01B5728	0x141E6C4	15	19	0x045B22C
ODYSSEY-TXT-001154	relocated	0x01B5737	0x141E6D8	13	16	0x045B230
ODYSSEY-TXT-001155	relocated	0x01B5744	0x141E6E8	16	20	0x045B234
ODYSSEY-TXT-001156	relocated	0x01B5754	0x141E6FC	19	24	0x045B238
ODYSSEY-TXT-001157	relocated	0x01B577B	0x141E714	12	15	0x045B240
ODYSSEY-TXT-001158	relocated	0x01B5787	0x141E724	14	24	0x045B244
ODYSSEY-TXT-001159	relocated	0x01B5795	0x141E73C	16	20	0x045B248
ODYSSEY-TXT-001160	relocated	0x01B57A5	0x141E750	19	24	0x045B24C
ODYSSEY-TXT-001161	inplace	0x01B57B8	0x01B57B8	23	22	
ODYSSEY-TXT-001162	relocated	0x01B57CF	0x141E768	15	20	0x045B254
ODYSSEY-TXT-001163	relocated	0x01B57DE	0x141E77C	16	20	0x045B258
ODYSSEY-TXT-001164	relocated	0x01B57EE	0x141E790	31	34	0x045B25C
ODYSSEY-TXT-001165	inplace	0x01B580D	0x01B580D	23	21	
ODYSSEY-TXT-001166	inplace	0x01B5824	0x01B5824	16	14	
ODYSSEY-TXT-001167	relocated	0x01B5834	0x141E7B4	11	15	0x045B268
ODYSSEY-TXT-001168	relocated	0x01B583F	0x141E7C4	17	24	0x045B26C
ODYSSEY-TXT-001169	relocated	0x01B5850	0x141E7DC	19	21	0x045B270
ODYSSEY-TXT-001170	relocated	0x01B5863	0x141E7F4	18	21	0x045B274
ODYSSEY-TXT-001171	relocated	0x01B5875	0x141E80C	15	22	0x045B278
ODYSSEY-TXT-001172	relocated	0x01B5884	0x141E824	15	22	0x045B27C
ODYSSEY-TXT-001173	relocated	0x01B5893	0x141E83C	17	24	0x045B280
ODYSSEY-TXT-001174	relocated	0x01B58A4	0x141E854	24	27	0x045B284
ODYSSEY-TXT-001175	relocated	0x01B58BC	0x141E870	23	27	0x045B288
ODYSSEY-TXT-001176	relocated	0x01B58D3	0x141E88C	18	31	0x045B28C
ODYSSEY-TXT-001177	relocated	0x01B58E5	0x141E8AC	24	29	0x045B290
ODYSSEY-TXT-001178	inplace	0x01B58FD	0x01B58FD	17	15	
ODYSSEY-TXT-001179	relocated	0x01B590E	0x141E8CC	15	19	0x045B298
ODYSSEY-TXT-001180	relocated	0x01B592E	0x141E8E0	16	21	0x045B2A0
ODYSSEY-TXT-001181	relocated	0x01B593E	0x141E8F8	18	20	0x045B2A4
ODYSSEY-TXT-001182	relocated	0x01B5950	0x141E90C	13	16	0x045B2A8
ODYSSEY-TXT-001183	relocated	0x01B5974	0x141E91C	21	27	0x045B2B0
ODYSSEY-TXT-001243	relocated	0x01B9BD0	0x141E938	17	20	0x045B50C
ODYSSEY-TXT-001248	relocated	0x01B9DC5	0x141E94C	176	194	0x045B52C
ODYSSEY-TXT-001269	relocated	0x01BC4AC	0x141EA10	34	43	0x00817BC
ODYSSEY-TXT-001270	relocated	0x01BC4CE	0x141EA3C	63	75	0x0080AA8,0x0080C30
ODYSSEY-TXT-001271	relocated	0x01BC50D	0x141EA88	63	74	0x0080BC0
ODYSSEY-TXT-001272	relocated	0x01BC54C	0x141EAD4	38	46	0x0080AC8
ODYSSEY-TXT-001278	relocated	0x01BCA13	0x141EB04	48	55	0x01BC018
ODYSSEY-TXT-001281	relocated	0x01BD338	0x141EB3C	42	43	0x01BBC98
ODYSSEY-TXT-001283	inplace	0x01BE09D	0x01BE09D	69	68	
ODYSSEY-TXT-001285	relocated	0x01BE469	0x141EB68	50	56	0x01BE3A8
ODYSSEY-TXT-001288	inplace	0x01BF1FB	0x01BF1FB	39	36	
ODYSSEY-TXT-001306	relocated	0x01C137C	0x141EBA0	90	95	0x010C6CC
ODYSSEY-TXT-001423	relocated	0x01C55C9	0x141EC00	33	36	0x006F7D4
ODYSSEY-TXT-001424	inplace	0x01C55EA	0x01C55EA	59	52	
ODYSSEY-TXT-003004	relocated	0x03FCE78	0x141EC24	24	29	0x03FE2B4
ODYSSEY-TXT-003005	inplace	0x03FCE90	0x03FCE90	24	19	
ODYSSEY-TXT-003006	relocated	0x03FCF54	0x141EC44	24	29	0x03FE2DC
ODYSSEY-TXT-003096	relocated	0x03FE868	0x141EC64	8	12	0x003FF68
ODYSSEY-TXT-003143	relocated	0x0415A97	0x141EC70	13	15	0x000C9BC
ODYSSEY-TXT-003144	relocated	0x0415AA4	0x141EC80	39	42	0x000CBE8
ODYSSEY-TXT-003145	relocated	0x0415ACB	0x141ECAC	67	76	0x000CC04
ODYSSEY-TXT-003149	inplace	0x0415C64	0x0415C64	43	42	
ODYSSEY-TXT-003182	relocated	0x041614B	0x141ECF8	47	64	0x006F9B0
ODYSSEY-TXT-003455	relocated	0x0418379	0x141ED38	25	36	0x03CEB18
ODYSSEY-TXT-003518	relocated	0x0418C83	0x141ED5C	86	117	0x00F51FC
ODYSSEY-TXT-003519	relocated	0x0418CD9	0x141EDD4	151	155	0x00F5278
ODYSSEY-TXT-003577	relocated	0x0419F54	0x141EE70	34	39	0x0054100,0x006FC74,0x00F2214,0x014D148,0x0155ACC
ODYSSEY-TXT-003583	inplace	0x041A111	0x041A111	68	65	
ODYSSEY-TXT-003698	relocated	0x041B426	0x141EE98	67	71	0x045ABAC
ODYSSEY-TXT-003699	inplace	0x041B469	0x041B469	59	52	
ODYSSEY-TXT-003700	relocated	0x041B4A4	0x141EEE0	34	39	0x045ABC4
ODYSSEY-TXT-003721	inplace	0x041B716	0x041B716	49	49	
ODYSSEY-TXT-003744	relocated	0x041CC42	0x141EF08	34	39	0x014A1CC
ODYSSEY-TXT-003833	relocated	0x041DE9D	0x141EF30	83	95	0x000AF28
ODYSSEY-TXT-003834	relocated	0x041DEF0	0x141EF90	21	25	0x000AEC8
ODYSSEY-TXT-003835	relocated	0x041DF4C	0x141EFAC	31	36	0x000B000
ODYSSEY-TXT-003836	inplace	0x041DF6B	0x041DF6B	23	23	
ODYSSEY-TXT-003908	relocated	0x041E7BC	0x141EFD0	21	25	0x0142CC8,0x0142D6C,0x01435A8
ODYSSEY-TXT-003926	inplace	0x041EA86	0x041EA86	49	41	
ODYSSEY-TXT-003927	inplace	0x041EAB7	0x041EAB7	48	40	
ODYSSEY-TXT-003938	relocated	0x041EC6A	0x141EFEC	47	60	0x0142E1C
ODYSSEY-TXT-003946	relocated	0x041EDBD	0x141F028	13	15	0x01423B0
ODYSSEY-TXT-004403	relocated	0x04576C4	0x141F038	39	51	0x0116440
ODYSSEY-TXT-004416	relocated	0x0457A70	0x141F06C	39	40	0x0457B08
ODYSSEY-TXT-004418	relocated	0x0457AD0	0x141F094	51	54	0x0457B10
ODYSSEY-TXT-004420	inplace	0x0457B2C	0x0457B2C	32	30	
ODYSSEY-TXT-004421	relocated	0x0457B4C	0x141F0CC	35	36	0x0457B88,0x0457B8C
ODYSSEY-TXT-004424	inplace	0x0457C48	0x0457C48	91	81	
ODYSSEY-TXT-004434	relocated	0x0457F00	0x141F0F0	60	69	0x0457F84
ODYSSEY-TXT-004435	relocated	0x0457F3C	0x141F138	68	78	0x0457F8C
ODYSSEY-TXT-004471	inplace	0x0458D54	0x0458D54	33	30	
ODYSSEY-TXT-004472	inplace	0x0458D78	0x0458D78	34	32	
ODYSSEY-TXT-004474	relocated	0x0458DBC	0x141F188	43	44	0x0119464
ODYSSEY-TXT-004475	inplace	0x0458DE8	0x0458DE8	37	37	
ODYSSEY-TXT-004476	inplace	0x0458E10	0x0458E10	37	30	
ODYSSEY-TXT-004477	relocated	0x0458E70	0x141F1B4	42	48	0x01196E8
ODYSSEY-TXT-005839	inplace	0x101DF98	0x101DF98	8	8	
ODYSSEY-TXT-005850	inplace	0x102A3B0	0x102A3B0	8	8	
ODYSSEY-TXT-005954	relocated	0x1045A50	0x141F1E4	9	16	0x000C868,0x000C8E8,0x000C9B8,0x0C06C10
ODYSSEY-TXT-006273	relocated	0x10C2B00	0x141F1F4	16	17	0x000C8E4,0x000C9B4,0x0C06C2C
ODYSSEY-TXT-006776	inplace	0x1B0CB0A	0x1B0CB0A	8	8	
