id	offset	orig_size_bytes	english	control_codes	n_chars	n_lines	references	context	french	status
ODYSSEY-TXT-007231	0x01981C2	104	WARDEN SLOWPOKE is very<FE>knowledgeable about POKéMON.<FB>He even has some fossils of rare,<FE>extinct POKéMON.	FB;FE	100	3	0x016D534	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007232	0x0198481	141	When afflicted by TOXIC, a POKéMON<FE>suffers more and more.<FB>It suffers worsening damage as the<FE>battle wears on!<FB>It will surely terrorize foes!	FB;FE	136	3	0x016D578	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007233	0x019850E	129	Now that you have the SOULBADGE,<FE>the DEFENSE of your POKéMON rises.<FB>It also lets you SURF outside of<FE>battle.<FB>Ah!<FE>Take this, too!	FB;FE	123	4	0x016D5A8	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007234	0x0198629	139	Strength isn’t the key for POKéMON.<FE>Do you understand this?<FB>POKéMON is about strategy!<FB>I’ll show you how strategy can<FE>beat brute strength.	FB;FE	134	3	0x016D660	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007235	0x0198D2E	109	There’s a narrow trail west of<FE>VIRIDIAN CITY.<FB>It goes to the POKéMON LEAGUE HQ.<FE>The HQ governs all TRAINERS.	FB;FE	105	3	0x016D714	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007236	0x019908A	161	WARDEN: Inside HM04 you’ll find<FE>STRENGTH.<FB>It lets POKéMON move boulders when<FE>you’re outside of battle.<FB>Oh yes, did you find the SECRET<FE>HOUSE in the SAFARI ZONE?	FB;FE	155	4	0x016D7FC	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007237	0x01998BD	48	I’ve studied POKéMON thoroughly.<FE>You can’t win!	FE	46	2	0x016DA9C	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007238	0x01999A2	21	KéMON.<FE>I’d use that!	FE	19	2	0x0C64550	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007239	0x0199B81	139	Yo!<FE>Champ in the making!<FB>The hotheaded BLAINE is a FIRE<FE>POKéMON pro.<FB>Douse his spirits with water!<FB>You’d better take some<FE>BURN HEALS, too.	FB;FE	132	4	0x016DBB8	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007240	0x0199C62	61	CINNABAR POKéMON GYM<FE>LEADER: BLAINE<FB>WINNING TRAINERS:<FE><FD:06>, <FD:01>	FB;FD;FE	53	3	0x016DBE0	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007241	0x0199C9F	187	POKéMON Quiz!<FB>Get it right, and the door opens to<FE>the next room.<FB>Get it wrong, and face a TRAINER!<FB>If you want to conserve your<FE>POKéMON for the GYM LEADER…<FB>Then get it right!<FE>Here we go!	FB;FE	179	4	0x016DEAC	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007242	0x0199DC6	58	Are electric moves effective<FE>against GROUND-type POKéMON?	FE	56	2	0x016DEB4	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007243	0x019A04A	222	There’s an e-mail message.<FB>… … …<FB>There are three legendary bird<FE>POKéMON.<FB>They are ARTICUNO, ZAPDOS, and<FE>MOLTRES.<FB>Their whereabouts are unknown.<FB>We plan to explore the cavern<FE>close to CERULEAN.<FB>From: POKéMON RESEARCH TEAM…	FB;FE	212	4	0x016E3F0	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007244	0x019A282	146	Hiya!<FB>I am important doctor.<FE>Yes, very much so, indeed.<FB>Here, I study rare POKéMON fossils.<FE>All the time, I study.<FB>You!<FE>Have you a fossil for me?	FB;FE	139	4	0x016E4E0	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007245	0x019A3D4	137	Oh!<FE>That is <FD:03>, it is!<FB>It is fossil of <FD:02>,<FE>a POKéMON that is already extinct!<FB>My Resurrection Machine will make<FE>that POKéMON live again!	FB;FD;FE	127	4	0x016E6B0	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007246	0x019A9E7	303	AGATHA’s GHOST-type POKéMON are<FE>horrifically terrifying in toughness.<FB>I took my FIGHTING-type POKéMON<FE>and raised them to the max.<FB>I went at AGATHA feeling pretty<FE>confident, but she whupped us.<FB>That old lady’s also got a really<FE>short fuse, too.<FB>It doesn’t take anything to get<FE>that scary lady hollering.	FB;FE	293	6	0x01ACFCC	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007247	0x019B96D	43	PSYCHIC POKéMON fear only ghosts<FE>and bugs!	FE	41	2	0x016EE98	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007248	0x019B9F7	78	I have much to learn still…<FB>I must master PSYCHIC and teach it<FE>to my POKéMON…	FB;FE	75	2	0x016EF18	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007249	0x019BC57	101	SAFFRON POKéMON GYM is famous for<FE>training psychics.<FB>You want to see SABRINA, don’t<FE>you? I can tell!	FB;FE	97	3	0x016EEE0	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007250	0x019D85C	116	Many POKéMON live only in forests <FE>and caves.<FB>You need to be persistent and look<FE>everywhere to get different kinds.	FB;FE	112	3	0x016F720	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007251	0x019D987	77	can stop the process.<FB>It’s a technique for raising<FE>POKéMON the way they are.	FB;FE	74	2	0x05AB698	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007252	0x019DA9A	154	MAN: Hello there, laddie!<FE>Have I got a deal just for you!<FB>I’ll let you have a secret POKéMON<FE>- a MAGIKARP - for just $500!<FB>So, you’ll buy it, am I right?	FB;FE	149	3	0x016F788	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007253	0x019DC3E	58	There’s no more room for any more<FE>POKéMON, it looks like.	FE	56	2	0x016F8B0	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007254	0x019DEF5	40	Oh? You only have one POKéMON<FE>with you.	FE	38	2	0x01BF454	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007255	0x019E733	83	Great! You have caught or owned<FE><FD:04> kinds of POKéMON!<FB>Congratulations!<FE>Here you go!	FB;FD;FE	77	3	0x016FCA8	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007256	0x019E8A6	213	Don’t you think it’s hard to think<FE>up good names for POKéMON?<FB>Especially if you’ve caught a<FE>whole bunch?<FB>In LAVENDER TOWN, there’s a man<FE>who rates POKéMON nicknames.<FB>He can even help you rename your<FE>POKéMON, too.	FB;FE	205	5	0x016FD24	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007257	0x019EE40	95	My POKéMON’s ashes are stored in<FE>POKéMON TOWER.<FB>You can have this TM.<FE>I don’t need it anymore…	FB;FE	91	3	0x016FEF0	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007258	0x019EEDA	101	d RETURN…<FB>If you treat your POKéMON good,<FE>it will return your love by working<FA>its hardest in battle.	FA;FB;FE	97	2	0x0B414C0	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007259	0x019F609	161	, I’m supposed to<FA>give you a reward.<FB>PROF. OAK entrusted me with the<FE><FD:03> for you.<FB>So, <FD:01>, let me ask you.<FB>Have you gathered data on at least<FE><FD:02> kinds of POKéMON?	FA;FB;FD;FE	148	3	0x069E234	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007260	0x019F6AA	83	Great! You have caught or owned<FE><FD:04> kinds of POKéMON!<FB>Congratulations!<FE>Here you go!	FB;FD;FE	77	3	0x01700FC	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007261	0x019FC0E	7	KéMON?		6	1	0x0B2BDE4	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007262	0x019FEE6	237	Hiya! I’m a POKéMON…<FE>…No I’m not!<FB>Call me BILL!<FE>I’m a true-blue POKéMANIAC!<FB>Hey!<FE>What’s with that skeptical look?<FB>I’m not joshing you, lady.<FB>I screwed up an experiment and got<FE>combined with a POKéMON!<FB>So, how about it?<FE>Help me out here!	FB;FE	226	6	0x0170590	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007263	0x01A045B	30	BILL’s favorite POKéMON list!		29	1	0x01707CC	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007264	0x01A06AB	221	Ah!<FE>You will battle for me?<FB>It was worth my time moving the<FE>box aside, then.<FB>… …<FE>But there is one slight problem.<FB>This hidden room is not built very<FE>sturdy.<FB>Can I get you to limit it to<FE>battles of three POKéMON per side?	FB;FE	211	6	0x0170A20	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007265	0x01A06F2	150	then.<FB>… …<FE>But there is one slight problem.<FB>This hidden room is not built very<FE>sturdy.<FB>Can I get you to limit it to<FE>battles of three POKéMON per side?	FB;FE	143	4	0x0B184A8	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007266	0x01A0A4F	125	POKéMON have personalities of their<FE>own, just like people.<FB>My PIKACHU has a HASTY nature,<FE>so it grew to be a speedy POKéMON.	FB;FE	121	3	0x0170B70	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007267	0x01A0E06	17	g POKéMON CHAMP!		16	1	0x0A11E38	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007268	0x01A0E0B	12	éMON CHAMP!		11	1	0x0B25554	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007269	0x01A1723	188	I’m modifying the Network Machine<FE>right now.<FB>I’m changing it so it can handle<FE>trades over long distances.<FB>When I get finished, you’ll be<FE>trading for exotic POKéMON from<FA>TRAINERS far away.	FA;FB;FE	181	4	0x0171110	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007270	0x01A1EF3	137	<FD:01>, what’s your favorite kind<FE>of POKéMON?<FB>BILL is a POKéMANIAC, so he loves<FE>every kind.<FB>Apparently, the first one he caught<FE>was an ABRA.	FB;FD;FE	129	4	0x0170F7C	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007271	0x01A1F1B	97	?<FB>BILL is a POKéMANIAC, so he loves<FE>every kind.<FB>Apparently, the first one he caught<FE>was an ABRA.	FB;FE	92	3	0x04CCAB0	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007272	0x01A2B88	219	I’m the POKéMON MOVE MANIAC.<FB>I know every single move that<FE>POKéMON learn growing up.<FB>I’m also a mushroom maniac.<FB>Bring me two TINYMUSHROOMS,<FE>or one BIG MUSHROOM.<FB>If you do that for me, I’ll teach<FE>a move to one POKéMON.	FB;FE	211	4	0x0171640	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007273	0x01A2CC3	30	Which POKéMON needs tutoring?		29	1	0x01716C0	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007274	0x01A2CFC	71	Sorry…<FB>It doesn’t appear as if I have a<FE>move I can teach that POKéMON.	FB;FE	68	2	0x0171784	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007275	0x01A2D3C	7	KéMON.		6	1	0x0A06768	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007276	0x01A2DE0	64	If your POKéMON need to learn a<FE>move, I need a MUSHROOM or two.	FE	62	2	0x01717A0	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007277	0x01A31F0	85	Those BIKERS were about to trash<FE>this POKéMON MART.<FB>Am I glad they decided to leave!	FB;FE	82	2	0x01718D8	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007278	0x01A35DA	47	Which POKéMON wants to learn how<FE>to BODY SLAM?	FE	45	2	0x01C4DB4	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007279	0x01A3627	112	There’s a rare kind of ICE POKéMON<FE>that lives in the cave.<FB>We get a lot of visitors hoping to<FE>see that POKéMON.	FB;FE	108	3	0x0171C04	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007280	0x01A3A42	30	Stuffed POKéMON dolls galore!		29	1	0x0171C90	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007281	0x01A3BFD	116	You’re on a quest to catch every<FE>single kind of POKéMON?<FB>…How incredible. Please tell me if<FE>you catch a strong one!	FB;FE	112	3	0x0171D14	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007282	0x01A41CA	167	Play with POKéMON lots and live<FE>a long life!<FB>Take AGATHA, for example.<FB>She set a record for being the<FE>oldest-ever ELITE FOUR member.<FB>She spurs me to do bigger things.	FB;FE	161	3	0x01AD000	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007283	0x01A50BE	31	Pokémon Storage System opened.		30	1	0x01A6A1C	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007284	0x01A57C1	120	You can pass here only if you have<FE>the <FD:02>.<FB>You don’t have the <FD:02><FE>yet.<FB>You have to have it to get to<FE>the POKéMON LEAGUE.	FB;FD;FE	110	4	0x01A7A78	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007285	0x01A597B	59	I’m looking for the POKéMON<FE><FD:02>!<FB>Wanna trade one for my<FE><FD:03>?	FB;FD;FE	51	3	0x016E418	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007286	0x01A5BC6	48	Dex Rating…<FB>Accessed the Pokédex<FE>Rating System…	FB;FE	45	2	0x01A6A88	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007287	0x01A5C03	43	Would you like to have your<FE>Pokédex rated?	FE	41	2	0x01A6A90	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007288	0x01A5E31	88	There’s no more room for POKéMON!<FB>The POKéMON BOXES are full and<FE>can’t accept any more!	FB;FE	85	2	0x016CD78,0x01A9280	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007289	0x01A5E89	55	First, you should restore your<FE>POKéMON to full health.	FE	53	2	0x01A8D9C	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007290	0x01A5EC0	219	Your POKéMON have been healed<FE>to perfect health.<FB>If your POKéMON’s energy, HP,<FE>is down, please come see us.<FB>If you’re planning to go far in the<FE>field, you should buy some POTIONS<FA>at the POKéMON MART.<FB>We hope you excel!	FA;FB;FE	211	4	0x01A8DC8	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007291	0x01A6046	337	MOM: Oh, good! You and your<FE>POKéMON are looking great.<FB>I just heard from PROF. OAK.<FB>He said that POKéMON’s energy is<FE>measured in HP.<FB>If your POKéMON lose their HP,<FE>you can restore them at any<FA>POKéMON CENTER.<FB>If you’re going to travel far away,<FE>the smart TRAINER stocks up on<FA>POTIONS at the POKéMON MART.<FB>Make me proud, honey!<FB>Take care!	FA;FB;FE	324	5	0x01A8DF4	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007292	0x01A61E5	44	<FD:01> is out of usable<FE>POKéMON!<FB><FD:01> whited out!	FB;FD;FE	37	2	0x01A8E30	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007293	0x01A6D17	86	You still have lots to do.<FB>Go into every patch of grass you<FE>see and look for Pokémon!	FB;FE	83	2	0x00CA510	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007294	0x01A6DDF	87	Your Pokédex could use a bit more<FE>volume still!<FB>Try to catch other species of<FE>Pokémon!	FB;FE	83	3	0x00CA450	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007295	0x01A6EA4	41	Your Pokédex is coming along quite<FE>well!	FE	39	2	0x00CA468	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007296	0x01A6F71	58	Hoho! This is turning into quite the<FE>respectable Pokédex!	FE	56	2	0x00CA480	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007297	0x01A6FAB	70	Very good!<FB>I think you’ll collect even more<FE>Pokémon by going fishing!	FB;FE	67	2	0x00CA48C	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007298	0x01A70A5	51	You even have the evolved forms<FE>of Pokémon! Super!	FE	49	2	0x00CA4BC	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007299	0x01A7137	62	I have nothing left to say!<FE>You’re the Pokémon Professor now!	FE	60	2	0x00CA4FC	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007300	0x01A7175	53	Your Pokédex is entirely complete!<FE>Congratulations!!	FE	51	2	0x00CA520	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007301	0x01A92A7	4	Ûéç		3	1	0x0163900	UNKNOWN		SKIP_NOISE
ODYSSEY-TXT-007302	0x01B0C79	15	POKéMON LEAGUE		14	1	0x045F8AC	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007303	0x01B0F11	15	POKéMON LEAGUE		14	1	0x045F974	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007304	0x01B0F20	15	POKéMON LEAGUE		14	1	0x045F978	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007305	0x01B0F5F	15	POKéMON LEAGUE		14	1	0x045F98C	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007306	0x01B0F6E	15	POKéMON LEAGUE		14	1	0x045F990	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007307	0x01B0FAE	15	POKéMON LEAGUE		14	1	0x045F9A4	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007308	0x01B0FE8	15	POKéMON LEAGUE		14	1	0x045F9B4	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007309	0x01B1002	15	POKéMON LEAGUE		14	1	0x045F9BC	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007310	0x01B1011	15	POKéMON LEAGUE		14	1	0x045F9C0	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007311	0x01B10B1	14	POKéMON TOWER		13	1	0x045F9F0	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007312	0x01B115A	16	POKéMON JOURNAL		15	1	0x045FA28	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007313	0x01B1185	16	POKéMON JOURNAL		15	1	0x045FA40	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007314	0x01B119E	16	POKéMON JOURNAL		15	1	0x045FA48	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007315	0x01B11CB	16	POKéMON JOURNAL		15	1	0x045FA60	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007316	0x01B11FA	16	POKéMON JOURNAL		15	1	0x045FA78	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007317	0x01B122E	16	POKéMON JOURNAL		15	1	0x045FA90	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007318	0x01B125A	16	POKéMON JOURNAL		15	1	0x045FAA8	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007319	0x01B1281	16	POKéMON JOURNAL		15	1	0x045FABC	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007320	0x01B12B4	16	POKéMON JOURNAL		15	1	0x045FAD4	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007321	0x01B12E8	16	POKéMON JOURNAL		15	1	0x045FAF0	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007322	0x01B12EB	13	éMON JOURNAL		12	1	0x04C8740	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007323	0x01B1310	16	POKéMON JOURNAL		15	1	0x045FB00	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007324	0x01B1341	16	POKéMON JOURNAL		15	1	0x045FB14	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007325	0x01B137E	16	POKéMON JOURNAL		15	1	0x045FB30	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007326	0x01B13BC	16	POKéMON JOURNAL		15	1	0x045FB4C	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007327	0x01B1429	16	POKéMON JOURNAL		15	1	0x045FB80	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007328	0x01B161B	141	POKéMON JOURNAL<FB>Special Feature: CELADON GYM<FE>LEADER ERIKA!<FB>Rumor has it that if you peek into<FE>CELADON GYM, you can often<FA>see ERIKA snoozing.	FA;FB;FE	135	3	0x01ACEB0	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007329	0x01B1AB9	132	POKéMON JOURNAL<FB>Special Feature: PROF. OAK,<FE>the POKéMON Researcher!<FB>PROF. OAK reportedly lives with his<FE>grandchildren DAISY and <FD:06>.	FB;FD;FE	125	3	0x01ACDC8	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007330	0x01B1BD1	186	POKéMON JOURNAL<FB>Special Feature:<FE>MR. FUJI of POKéMON HOUSE!<FB>Editor: The shy MR. FUJI turned<FE>down our interview requests.<FB>He is a kindly man who is adored<FE>and respected in LAVENDER TOWN.	FB;FE	179	4	0x01AD0CC	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007331	0x01B2310	98	 there are POKéMON EGGS?<FE>I didn’t know that!<FB>That’s pretty good, yup!<FE>I’ll give you one of these.	FB;FE	94	3	0x0AB4CE8	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007332	0x01B231E	84	éMON EGGS?<FE>I didn’t know that!<FB>That’s pretty good, yup!<FE>I’ll give you one of these.	FB;FE	80	3	0x1AFC268	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007333	0x01B2F74	53	The matchups of  POKéMON types<FE>and moves are listed.	FE	51	2	0x045B0A8	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007334	0x01B3243	30	What is a POKéMON’s vitality?		29	1	0x045B0F4	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007335	0x01B3261	21	My POKéMON are hurt!		20	1	0x045B0F8	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007336	0x01B3290	38	What happens if all my POKéMON faint?		37	1	0x045B100	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007337	0x01B32B6	23	I can’t catch POKéMON!		22	1	0x045B104	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007338	0x01B32E3	22	Can I buy POKé BALLS?		21	1	0x045B10C	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007339	0x01B332B	25	Where do POKéMON appear?		24	1	0x045B118	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007340	0x01B3344	24	What are POKéMON moves?		23	1	0x045B11C	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007341	0x01B33A6	36	I want to make my POKéMON stronger.		35	1	0x045B12C	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007342	0x01B33CA	32	The foe POKéMON are too strong!		31	1	0x045B130	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007343	0x01B3427	25	What’s a POKéMON CENTER?		24	1	0x045B13C	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007344	0x01B3440	23	What’s a POKéMON MART?		22	1	0x045B140	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007345	0x01B346F	18	What’s a POKéMON?		17	1	0x045B148	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007346	0x01B3525	193	You become the main character,<FE>exploring the world of POKéMON.<FA>By talking to people and solving<FA>mysteries, new paths will open to you.<FA>Strive for the goal together with your<FA>wonderful POKéMON.	FA;FE	187	2	0x045B168	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007347	0x01B36EB	175	On the stairs or the exits of a<FE>building is a red mat. Move your<FA>character to stand on top of the<FA>red mat. Press the <F9>Ç Control Pad <FA>toward the stairs or the exit to<FA>advance.	F9;FA;FE	168	2	0x045B170	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007348	0x01B3732	104	ter to stand on top of the<FA>red mat. Press the <F9>Ç Control Pad <FA>toward the stairs or the exit to<FA>advance.	F9;FA	99	1	0x0B012D4	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007349	0x01B3972	223	Try talking to people by going up to<FE>them and pressing the A Button.<FA>Also, try checking things like odd trees<FA>and strange rocks with the A Button.<FA>Press the <F9>Ç Control Pad and try going<FA>to places that look impassable, too.	F9;FA;FE	216	2	0x045B180	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007350	0x01B3BB6	227	If POKéMON are hurt in battle,<FE>take them to a POKéMON CENTER and<FA>have them healed by the staff.<FA>Get in the habit of saving your<FA>game and recording your progress.<FA>Stock up on healing items at<FA>POKéMON MARTS before traveling far.	FA;FE	220	2	0x045B18C	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007351	0x01B3D1B	200	Caves are dark and dangerous. Wild<FE>POKéMON can appear anywhere in them.<FA>If there is an emergency, rush to a<FA>POKéMON CENTER or use items.<FA>New towns await discovery beyond some<FA>caves, so don’t give up.	FA;FE	194	2	0x045B194	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007352	0x01B3DE3	217	The object of the game is to train<FE>your POKéMON and move forward.<FA>You must collect info and solve<FA>problems. For example, what do you<FA>need to get around an obstacle?<FA>What would get that impeding<FA>person out of the way?	FA;FE	210	2	0x045B198	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007353	0x01B410B	204	A POKéMON’s vitality is expressed in HP.<FE>If a POKéMON is hurt in battle, HP is<FA>subtracted. If its HP drops to zero,<FA>the POKéMON faints.<FA>Heal hurt or fainted POKéMON at a<FA>POKéMON CENTER or by using items.	FA;FE	198	2	0x045B1A8	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007354	0x01B4135	162	f a POKéMON is hurt in battle, HP is<FA>subtracted. If its HP drops to zero,<FA>the POKéMON faints.<FA>Heal hurt or fainted POKéMON at a<FA>POKéMON CENTER or by using items.	FA	157	1	0x06AAB54	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007355	0x01B41D7	220	A POKéMON CENTER is like an inn for<FE>POKéMON. It will fully heal POKéMON of<FA>any status problems and fully restore<FA>their HP using a special machine.<FA>This service is free, so get in the<FA>habit of healing your POKéMON often.	FA;FE	214	2	0x045B1AC	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007356	0x01B42B3	234	A status problem refers to an ailment<FE>that is inflicted on a POKéMON by its<FA>foe’s attack. These include burns,<FA>paralysis, poisoning, sleep, and<FA>freezing. These can be healed by<FA>visiting a POKéMON CENTER or using<FA>the appropriate item.	FA;FE	227	2	0x045B1B0	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007357	0x01B4483	249	If a wild POKéMON escapes from a POKé<FE>BALL, it’s obviously still feisty.<FA>Try reducing its HP some more, and<FA>try to weaken it with paralysis or sleep<FA>before trying to catch it.<FA>If the POKé BALL rocks for a while,<FA>the quarry is close to being caught!	FA;FE	242	2	0x045B1B8	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007358	0x01B457C	201	There are shops, known as POKéMON<FE>MARTS, that sell items.<FA>You will not find POKéMON MARTS on<FA>roads, in forests, or in caves.<FA>Stock up on needed items while you are<FA>visiting a town with a POKéMON MART.	FA;FE	195	2	0x045B1BC	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007359	0x01B4645	197	You may buy POKé BALLS at any<FE>POKéMON MART in any town.<FA>You will not find POKéMON MARTS on<FA>roads, in forests, or in caves.<FA>Stock up on POKé BALLS while you are<FA>visiting a town with a POKéMON MART.	FA;FE	191	2	0x045B1C0	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-007360	0x01B470A	230	A TRAINER is a person who raises<FE>POKéMON through battling.<FA>TRAINERS will challenge you <FA>wherever they are - it could be on<FA>a road, in forests, caves, anywhere.<FA>If your eyes meet, you have to accept<FA>their challenge. So be careful!	FA;FE	223	2	0x045B1C4	UNKNOWN		UNTRANSLATED
