region,offset_start,offset_end,entropy,zero_ratio,ff_ratio,comp_sig_count,comp_lz77,comp_huffman,comp_rle,ptr_target_count,ptr_ref_sum,string_count,string_bytes,repeated_block_count,arm_bl_target_count,thumb_bl_target_count,classification,confidence
1587,0x18cc000,0x18cffff,3.0886,0.6541,0.0187,0,0,0,0,17,40,57,339,0,114,12,zone_indeterminee,10
1588,0x18d0000,0x18d3fff,2.9654,0.6697,0.0191,1,0,0,1,16,16,34,223,0,115,14,zone_indeterminee,10
1589,0x18d4000,0x18d7fff,3.0201,0.6596,0.0247,0,0,0,0,15,15,41,224,0,124,16,zone_indeterminee,10
1590,0x18d8000,0x18dbfff,2.7898,0.6946,0.0206,0,0,0,0,16,18,23,147,0,136,11,zone_indeterminee,10
1591,0x18dc000,0x18dffff,3.3638,0.6079,0.0262,0,0,0,0,15,15,65,390,0,167,25,zone_indeterminee,10
1592,0x18e0000,0x18e3fff,3.0969,0.6548,0.0217,0,0,0,0,20,20,24,128,0,137,16,zone_indeterminee,10
1593,0x18e4000,0x18e7fff,3.3420,0.6072,0.0289,0,0,0,0,17,17,25,123,0,167,24,zone_indeterminee,10
1594,0x18e8000,0x18ebfff,3.2685,0.6226,0.0278,0,0,0,0,18,20,18,90,0,147,17,zone_indeterminee,10
1595,0x18ec000,0x18effff,3.1935,0.6375,0.0263,0,0,0,0,15,15,34,181,0,137,22,zone_indeterminee,10
1596,0x18f0000,0x18f3fff,2.7503,0.6885,0.0228,0,0,0,0,22,23,71,431,0,145,14,zone_indeterminee,10
1597,0x18f4000,0x18f7fff,3.2559,0.6237,0.0260,0,0,0,0,17,17,59,363,0,120,24,zone_indeterminee,10
1598,0x18f8000,0x18fbfff,3.1579,0.6446,0.0275,2,2,0,0,18,26,46,285,0,141,20,zone_indeterminee,10
1599,0x18fc000,0x18fffff,2.7785,0.6880,0.0269,0,0,0,0,15,15,51,311,0,149,18,zone_indeterminee,10
1600,0x1900000,0x1903fff,2.7738,0.6968,0.0254,2,2,0,0,37,58,44,283,0,126,21,zone_indeterminee,10
1601,0x1904000,0x1907fff,2.4335,0.7368,0.0231,0,0,0,0,25,41,41,244,0,140,18,zone_indeterminee,10
1602,0x1908000,0x190bfff,2.6043,0.7142,0.0265,0,0,0,0,21,21,37,211,0,136,17,zone_indeterminee,10
1603,0x190c000,0x190ffff,2.7782,0.6916,0.0281,0,0,0,0,16,16,23,120,0,133,23,zone_indeterminee,10
1604,0x1910000,0x1913fff,2.6492,0.7065,0.0226,0,0,0,0,28,32,42,300,0,143,18,zone_indeterminee,10
1605,0x1914000,0x1917fff,2.8116,0.6899,0.0262,0,0,0,0,19,19,19,90,0,138,24,zone_indeterminee,10
1606,0x1918000,0x191bfff,2.9815,0.6641,0.0259,0,0,0,0,17,17,76,447,0,138,18,zone_indeterminee,10
1607,0x191c000,0x191ffff,2.7410,0.6969,0.0275,0,0,0,0,15,15,63,398,0,142,17,zone_indeterminee,10
1608,0x1920000,0x1923fff,2.7221,0.6993,0.0251,4,4,0,0,32,47,52,328,0,156,11,zone_indeterminee,10
1609,0x1924000,0x1927fff,2.5982,0.7155,0.0253,0,0,0,0,22,27,29,145,0,145,21,zone_indeterminee,10
1610,0x1928000,0x192bfff,2.7847,0.6903,0.0270,0,0,0,0,25,29,66,325,0,144,9,zone_indeterminee,10
1611,0x192c000,0x192ffff,2.3862,0.7416,0.0222,1,1,0,0,17,17,21,120,0,125,17,zone_indeterminee,10
1612,0x1930000,0x1933fff,3.0181,0.6650,0.0241,0,0,0,0,28,29,54,333,0,136,16,zone_indeterminee,10
1613,0x1934000,0x1937fff,2.7290,0.6967,0.0261,0,0,0,0,21,22,46,248,0,121,24,zone_indeterminee,10
1614,0x1938000,0x193bfff,3.2743,0.6232,0.0293,0,0,0,0,21,22,51,357,0,126,17,zone_indeterminee,10
1615,0x193c000,0x193ffff,2.0306,0.7804,0.0165,0,0,0,0,16,16,12,53,0,119,16,zone_indeterminee,10
1616,0x1940000,0x1943fff,1.7202,0.8018,0.0169,0,0,0,0,23,24,0,0,0,146,18,zone_indeterminee,10
1617,0x1944000,0x1947fff,2.8114,0.6873,0.0252,0,0,0,0,21,31,52,314,0,157,25,zone_indeterminee,10
1618,0x1948000,0x194bfff,2.8633,0.6694,0.0260,0,0,0,0,21,24,32,184,0,146,20,zone_indeterminee,10
1619,0x194c000,0x194ffff,2.8125,0.6858,0.0238,0,0,0,0,18,18,37,266,0,128,20,zone_indeterminee,10
1620,0x1950000,0x1953fff,2.5557,0.7194,0.0259,0,0,0,0,19,21,8,36,0,114,18,zone_indeterminee,10
1621,0x1954000,0x1957fff,2.8671,0.6813,0.0270,0,0,0,0,22,24,42,251,0,113,22,zone_indeterminee,10
1622,0x1958000,0x195bfff,3.2666,0.6247,0.0337,0,0,0,0,17,17,58,347,0,157,25,zone_indeterminee,10
1623,0x195c000,0x195ffff,3.4075,0.6024,0.0330,0,0,0,0,18,19,56,289,0,110,26,zone_indeterminee,10
1624,0x1960000,0x1963fff,2.8038,0.6843,0.0248,0,0,0,0,22,27,67,430,0,115,18,zone_indeterminee,10
1625,0x1964000,0x1967fff,2.6948,0.7042,0.0202,0,0,0,0,21,24,39,255,0,95,16,zone_indeterminee,10
1626,0x1968000,0x196bfff,2.8760,0.6834,0.0242,0,0,0,0,16,16,22,113,0,121,13,zone_indeterminee,10
1627,0x196c000,0x196ffff,2.6427,0.7187,0.0208,0,0,0,0,18,18,46,249,0,132,10,zone_indeterminee,10
1628,0x1970000,0x1973fff,2.7574,0.6912,0.0253,0,0,0,0,24,32,37,284,0,108,18,zone_indeterminee,10
1629,0x1974000,0x1977fff,2.6433,0.7119,0.0148,0,0,0,0,33,36,88,558,0,124,13,zone_indeterminee,10
1630,0x1978000,0x197bfff,2.6953,0.7041,0.0209,0,0,0,0,19,20,32,179,0,129,7,zone_indeterminee,10
1631,0x197c000,0x197ffff,2.5702,0.7253,0.0204,1,1,0,0,18,18,27,139,0,124,11,zone_indeterminee,10
1632,0x1980000,0x1983fff,2.8727,0.6848,0.0211,0,0,0,0,25,30,31,166,0,114,10,zone_indeterminee,10
1633,0x1984000,0x1987fff,3.6275,0.5673,0.0329,0,0,0,0,25,26,82,543,0,134,22,zone_indeterminee,10
1634,0x1988000,0x198bfff,3.1179,0.6543,0.0274,0,0,0,0,26,42,40,286,0,145,8,zone_indeterminee,10
1635,0x198c000,0x198ffff,3.1882,0.5727,0.0360,0,0,0,0,18,18,96,388,0,115,7,zone_indeterminee,10
1636,0x1990000,0x1993fff,2.9395,0.6668,0.0235,0,0,0,0,48,73,34,167,0,109,10,zone_indeterminee,10
1637,0x1994000,0x1997fff,3.4361,0.6050,0.0273,0,0,0,0,31,43,81,425,0,118,17,zone_indeterminee,10
1638,0x1998000,0x199bfff,2.7787,0.6836,0.0250,0,0,0,0,40,66,24,112,0,154,15,zone_indeterminee,10
1639,0x199c000,0x199ffff,2.8756,0.6798,0.0217,0,0,0,0,24,28,38,196,0,139,29,zone_indeterminee,10
1640,0x19a0000,0x19a3fff,2.8530,0.6809,0.0300,0,0,0,0,22,23,26,141,0,96,18,zone_indeterminee,10
1641,0x19a4000,0x19a7fff,3.0040,0.6533,0.0290,0,0,0,0,16,16,26,152,0,132,18,zone_indeterminee,10
1642,0x19a8000,0x19abfff,3.1347,0.6459,0.0274,0,0,0,0,20,20,35,208,0,117,17,zone_indeterminee,10
1643,0x19ac000,0x19affff,2.8496,0.6810,0.0222,0,0,0,0,20,20,36,161,0,104,24,zone_indeterminee,10
1644,0x19b0000,0x19b3fff,3.7675,0.5385,0.0350,0,0,0,0,19,19,73,455,0,109,11,zone_indeterminee,10
1645,0x19b4000,0x19b7fff,3.8496,0.5325,0.0404,0,0,0,0,19,22,36,206,0,124,19,zone_indeterminee,10
1646,0x19b8000,0x19bbfff,3.8762,0.5371,0.0305,16,16,0,0,20,22,75,418,0,105,25,zone_indeterminee,10
1647,0x19bc000,0x19bffff,3.9377,0.5375,0.0335,12,10,0,2,19,23,60,324,0,117,15,zone_indeterminee,10
1648,0x19c0000,0x19c3fff,2.9240,0.6395,0.0308,0,0,0,0,22,22,26,161,0,135,17,zone_indeterminee,10
1649,0x19c4000,0x19c7fff,2.7981,0.6853,0.0208,0,0,0,0,19,19,30,159,0,120,19,zone_indeterminee,10
1650,0x19c8000,0x19cbfff,2.6464,0.7132,0.0197,0,0,0,0,19,19,52,342,0,121,11,zone_indeterminee,10
1651,0x19cc000,0x19cffff,2.7408,0.6984,0.0183,0,0,0,0,17,17,36,183,0,102,14,zone_indeterminee,10
1652,0x19d0000,0x19d3fff,2.8825,0.6747,0.0216,0,0,0,0,20,37,40,207,0,86,20,zone_indeterminee,10
1653,0x19d4000,0x19d7fff,4.3069,0.4746,0.0300,0,0,0,0,16,17,86,602,0,109,26,zone_indeterminee,10
1654,0x19d8000,0x19dbfff,4.5312,0.4418,0.0329,2,2,0,0,18,19,53,338,0,131,38,zone_indeterminee,10
1655,0x19dc000,0x19dffff,4.7260,0.4342,0.0071,58,19,16,23,5,22,12,67,0,100,7,zone_indeterminee,10
1656,0x19e0000,0x19e3fff,5.6992,0.2654,0.0075,74,25,10,39,4,56,338,1951,0,130,5,zone_texte_possible,25
1657,0x19e4000,0x19e7fff,5.5633,0.2847,0.0123,60,40,14,6,1,1,471,2655,0,141,6,table_texte_probable,56
1658,0x19e8000,0x19ebfff,5.0280,0.3307,0.1014,846,32,797,17,2,2,181,1038,0,124,10,zone_compressee_possible,30
1659,0x19ec000,0x19effff,4.2737,0.3489,0.1636,1399,27,503,869,3,3,0,0,0,120,8,zone_compressee_possible,30
1660,0x19f0000,0x19f3fff,5.0076,0.3729,0.0519,487,26,19,442,8,20,0,0,0,131,1,zone_compressee_possible,30
1661,0x19f4000,0x19f7fff,0.2963,0.9767,0.0000,4,3,1,0,1,1,0,0,0,127,9,padding_probable,85
1662,0x19f8000,0x19fbfff,0.1847,0.9861,0.0000,3,1,1,1,4,4,0,0,0,103,6,padding_probable,85
1663,0x19fc000,0x19fffff,0.2616,0.9787,0.0000,8,4,4,0,5,6,0,0,0,134,7,padding_probable,85
1664,0x1a00000,0x1a03fff,0.1693,0.9866,0.0000,3,1,1,1,4,15,0,0,0,115,7,padding_probable,85
1665,0x1a04000,0x1a07fff,0.1916,0.9846,0.0000,6,1,4,1,1,1,0,0,0,109,8,padding_probable,85
1666,0x1a08000,0x1a0bfff,0.1408,0.9890,0.0000,4,3,0,1,1,1,0,0,0,108,7,padding_probable,85
1667,0x1a0c000,0x1a0ffff,0.2033,0.9838,0.0000,5,1,2,2,0,0,0,0,0,99,5,padding_probable,85
1668,0x1a10000,0x1a13fff,0.1781,0.9861,0.0000,1,1,0,0,8,8,0,0,0,120,8,padding_probable,85
1669,0x1a14000,0x1a17fff,0.2336,0.9800,0.0001,6,3,3,0,1,1,0,0,0,85,10,padding_probable,85
1670,0x1a18000,0x1a1bfff,0.1834,0.9851,0.0000,1,1,0,0,1,2,0,0,0,125,2,padding_probable,85
1671,0x1a1c000,0x1a1ffff,4.9802,0.3583,0.0007,77,24,26,27,5,56,0,0,0,164,10,zone_indeterminee,10
1672,0x1a20000,0x1a23fff,6.0106,0.1151,0.0004,940,90,58,792,389,436,5,22,0,101,4,table_pointeurs_probable,49
1673,0x1a24000,0x1a27fff,5.8035,0.2072,0.0144,101,65,2,34,192,243,0,0,0,118,2,table_pointeurs_probable,45
1674,0x1a28000,0x1a2bfff,5.6851,0.2053,0.0186,122,118,1,3,304,427,0,0,0,139,8,table_pointeurs_probable,48
1675,0x1a2c000,0x1a2ffff,5.6329,0.2260,0.0184,94,90,0,4,293,368,0,0,0,128,8,table_pointeurs_probable,47
1676,0x1a30000,0x1a33fff,5.6944,0.2607,0.0128,124,87,18,19,203,282,0,0,0,97,8,table_pointeurs_probable,45
1677,0x1a34000,0x1a37fff,5.5666,0.2999,0.0365,73,39,20,14,3,12,0,0,0,138,7,zone_indeterminee,10
1678,0x1a38000,0x1a3bfff,4.6080,0.3950,0.0348,32,23,8,1,2,2,0,0,0,126,8,zone_indeterminee,10
1679,0x1a3c000,0x1a3ffff,5.7685,0.2781,0.0110,97,26,25,46,12,30,2,8,0,104,5,zone_indeterminee,10
1680,0x1a40000,0x1a43fff,6.7136,0.1618,0.0025,96,34,32,30,8,14,64,332,0,117,4,zone_indeterminee,10
1681,0x1a44000,0x1a47fff,7.1744,0.0519,0.0296,416,300,102,14,3,4,197,1013,0,114,10,zone_compressee_possible,30
1682,0x1a48000,0x1a4bfff,7.6026,0.0496,0.0048,129,115,11,3,4,23,196,1064,0,118,15,zone_compressee_possible,30
1683,0x1a4c000,0x1a4ffff,7.1729,0.0393,0.0182,175,140,34,1,4,5,406,2254,0,98,8,table_texte_probable,53
1684,0x1a50000,0x1a53fff,7.4156,0.0726,0.0126,136,90,37,9,6,11,126,550,0,115,12,zone_compressee_possible,30
1685,0x1a54000,0x1a57fff,7.6609,0.0236,0.0026,57,22,22,13,7,9,175,765,0,124,15,zone_indeterminee,10
1686,0x1a58000,0x1a5bfff,7.7742,0.0087,0.0021,14,6,8,0,4,40,137,657,0,127,13,zone_indeterminee,10
1687,0x1a5c000,0x1a5ffff,7.2316,0.0142,0.0098,80,45,28,7,1,2,220,1007,0,133,12,zone_texte_possible,25
1688,0x1a60000,0x1a63fff,7.7508,0.0132,0.0029,47,30,14,3,8,11,167,718,0,108,8,zone_indeterminee,10
1689,0x1a64000,0x1a67fff,7.6728,0.0322,0.0118,164,128,31,5,9,13,148,623,0,115,8,zone_compressee_possible,30
1690,0x1a68000,0x1a6bfff,7.6626,0.0262,0.0049,65,46,15,4,3,7,106,464,0,171,4,zone_indeterminee,10
1691,0x1a6c000,0x1a6ffff,7.6085,0.0334,0.0103,122,80,33,9,2,4,187,857,0,147,8,zone_compressee_possible,30
1692,0x1a70000,0x1a73fff,7.5494,0.0201,0.0045,61,23,26,12,10,12,231,1007,0,162,16,zone_texte_possible,25
1693,0x1a74000,0x1a77fff,7.5274,0.0279,0.0134,124,84,36,4,6,15,159,715,0,138,10,zone_compressee_possible,30
1694,0x1a78000,0x1a7bfff,7.2899,0.0281,0.0184,166,104,54,8,4,11,176,1020,0,102,11,zone_compressee_possible,30
1695,0x1a7c000,0x1a7ffff,6.6676,0.0416,0.0280,242,155,80,7,1,2,160,868,0,101,14,zone_compressee_possible,30
1696,0x1a80000,0x1a83fff,7.4356,0.0089,0.0098,25,13,10,2,4,6,287,1683,0,115,6,zone_texte_possible,25
1697,0x1a84000,0x1a87fff,7.0965,0.0698,0.0206,302,230,59,13,5,8,98,469,0,125,12,zone_compressee_possible,30
1698,0x1a88000,0x1a8bfff,7.7402,0.0148,0.0034,31,18,5,8,6,8,81,366,0,125,10,zone_indeterminee,10
1699,0x1a8c000,0x1a8ffff,7.7393,0.0068,0.0031,34,10,17,7,3,5,163,760,0,116,13,zone_indeterminee,10
1700,0x1a90000,0x1a93fff,6.5441,0.0627,0.0155,185,95,79,11,8,12,296,1565,0,103,7,zone_compressee_possible,30
1701,0x1a94000,0x1a97fff,6.5714,0.1135,0.0162,135,93,35,7,8,12,423,2273,0,99,10,table_texte_probable,54
1702,0x1a98000,0x1a9bfff,7.6023,0.0165,0.0051,30,20,2,8,9,16,206,871,0,116,10,zone_texte_possible,25
1703,0x1a9c000,0x1a9ffff,7.5038,0.0368,0.0086,112,84,24,4,3,5,147,629,0,112,11,zone_compressee_possible,30
1704,0x1aa0000,0x1aa3fff,7.4394,0.0219,0.0109,123,81,33,9,18,22,160,713,0,113,12,zone_compressee_possible,30
1705,0x1aa4000,0x1aa7fff,7.3060,0.1025,0.0085,116,87,20,9,9,14,179,814,0,107,12,zone_compressee_possible,30
1706,0x1aa8000,0x1aabfff,7.6772,0.0238,0.0084,84,47,32,5,27,46,70,288,0,110,25,zone_indeterminee,10
1707,0x1aac000,0x1aaffff,7.5945,0.0123,0.0062,63,52,9,2,6,9,83,345,0,122,24,zone_indeterminee,10
1708,0x1ab0000,0x1ab3fff,7.5355,0.0081,0.0074,77,43,28,6,5,8,49,209,0,116,9,zone_indeterminee,10
1709,0x1ab4000,0x1ab7fff,7.7216,0.0135,0.0059,55,32,16,7,6,9,100,432,0,127,9,zone_indeterminee,10
1710,0x1ab8000,0x1abbfff,7.0542,0.0526,0.0258,195,118,65,12,7,8,186,955,0,104,12,zone_compressee_possible,30
1711,0x1abc000,0x1abffff,7.0571,0.0416,0.0073,135,108,12,15,3,7,341,1601,0,119,12,zone_compressee_possible,30
1712,0x1ac0000,0x1ac3fff,7.7089,0.0046,0.0014,14,4,7,3,5,7,273,1301,0,119,9,zone_texte_possible,25
1713,0x1ac4000,0x1ac7fff,7.6298,0.0356,0.0112,157,87,59,11,6,11,146,630,0,108,9,zone_compressee_possible,30
1714,0x1ac8000,0x1acbfff,7.6992,0.0137,0.0045,48,22,21,5,5,9,164,727,0,98,13,zone_indeterminee,10
1715,0x1acc000,0x1acffff,7.7614,0.0062,0.0026,29,15,9,5,4,6,48,217,0,128,6,zone_indeterminee,10
1716,0x1ad0000,0x1ad3fff,7.0897,0.0555,0.0174,197,121,65,11,6,11,219,934,0,117,10,zone_compressee_possible,30
1717,0x1ad4000,0x1ad7fff,7.6220,0.0444,0.0077,117,72,38,7,4,7,142,651,0,117,13,zone_compressee_possible,30
1718,0x1ad8000,0x1adbfff,7.6388,0.0106,0.0038,46,19,14,13,3,7,223,970,0,108,13,zone_texte_possible,25
1719,0x1adc000,0x1adffff,7.2481,0.0122,0.0143,93,36,48,9,3,4,275,1673,0,117,9,zone_texte_possible,25
1720,0x1ae0000,0x1ae3fff,7.1777,0.0488,0.0214,388,282,102,4,3,5,85,408,0,124,15,zone_compressee_possible,30
1721,0x1ae4000,0x1ae7fff,7.4235,0.0282,0.0139,176,102,62,12,3,7,75,329,0,97,13,zone_compressee_possible,30
1722,0x1ae8000,0x1aebfff,7.7090,0.0054,0.0013,13,5,4,4,3,8,125,528,0,101,7,zone_indeterminee,10
1723,0x1aec000,0x1aeffff,7.7378,0.0079,0.0011,18,7,8,3,3,5,254,1158,0,143,9,zone_texte_possible,25
1724,0x1af0000,0x1af3fff,7.3291,0.0239,0.0090,106,66,32,8,7,10,204,1062,0,125,18,zone_compressee_possible,30
1725,0x1af4000,0x1af7fff,7.6941,0.0166,0.0031,36,30,5,1,3,10,400,1746,0,127,8,table_texte_probable,52
1726,0x1af8000,0x1afbfff,7.4590,0.0331,0.0183,194,122,62,10,5,7,121,627,0,124,10,zone_compressee_possible,30
1727,0x1afc000,0x1afffff,7.3754,0.0394,0.0151,260,177,68,15,2,3,111,578,0,163,12,zone_compressee_possible,30
1728,0x1b00000,0x1b03fff,7.1868,0.0593,0.0256,285,217,67,1,6,10,229,1257,0,112,14,zone_compressee_possible,30
1729,0x1b04000,0x1b07fff,7.2336,0.0637,0.0214,192,127,59,6,4,12,190,1007,0,119,12,zone_compressee_possible,30
1730,0x1b08000,0x1b0bfff,7.0030,0.0455,0.0154,216,152,57,7,3,7,191,949,0,90,6,zone_compressee_possible,30
1731,0x1b0c000,0x1b0ffff,7.2545,0.0568,0.0165,183,137,33,13,4,7,201,934,0,133,11,zone_compressee_possible,30
1732,0x1b10000,0x1b13fff,6.9582,0.1224,0.0203,368,331,33,4,7,17,96,418,0,122,23,zone_compressee_possible,30
1733,0x1b14000,0x1b17fff,7.4671,0.0325,0.0155,220,164,51,5,2,4,141,620,0,105,16,zone_compressee_possible,30
1734,0x1b18000,0x1b1bfff,7.3540,0.0151,0.0048,62,26,22,14,3,8,153,687,0,127,16,zone_indeterminee,10
1735,0x1b1c000,0x1b1ffff,7.6410,0.0451,0.0107,93,82,11,0,1,4,91,379,0,103,17,zone_indeterminee,10
1736,0x1b20000,0x1b23fff,7.7257,0.0098,0.0022,19,4,10,5,6,9,153,720,0,121,30,zone_indeterminee,10
1737,0x1b24000,0x1b27fff,7.7600,0.0081,0.0016,12,5,6,1,6,9,111,509,0,140,15,zone_indeterminee,10
1738,0x1b28000,0x1b2bfff,7.6583,0.0065,0.0008,14,10,3,1,6,8,130,553,0,135,4,zone_indeterminee,10
1739,0x1b2c000,0x1b2ffff,7.7397,0.0058,0.0025,17,2,11,4,2,4,185,820,0,116,6,zone_indeterminee,10
1740,0x1b30000,0x1b33fff,7.4013,0.0160,0.0046,62,22,24,16,9,15,266,1270,0,128,7,zone_texte_possible,25
1741,0x1b34000,0x1b37fff,7.4097,0.0208,0.0088,231,144,74,13,6,8,154,711,0,132,12,zone_compressee_possible,30
1742,0x1b38000,0x1b3bfff,7.6298,0.0162,0.0063,62,38,16,8,6,8,175,766,0,111,16,zone_indeterminee,10
1743,0x1b3c000,0x1b3ffff,7.6387,0.0173,0.0093,87,47,35,5,2,4,92,390,0,109,10,zone_indeterminee,10
1744,0x1b40000,0x1b43fff,7.4459,0.0180,0.0105,100,48,38,14,4,7,212,1075,0,132,7,zone_compressee_possible,30
1745,0x1b44000,0x1b47fff,7.7722,0.0266,0.0089,89,68,16,5,5,9,230,1010,0,118,16,zone_texte_possible,25
1746,0x1b48000,0x1b4bfff,7.7787,0.0042,0.0020,31,18,10,3,1,2,178,764,0,122,9,zone_indeterminee,10
1747,0x1b4c000,0x1b4ffff,6.2453,0.1273,0.0190,302,253,39,10,4,6,244,1276,0,99,13,zone_compressee_possible,30
1748,0x1b50000,0x1b53fff,6.7845,0.0219,0.0132,172,86,67,19,3,4,253,1256,0,107,9,zone_compressee_possible,30
1749,0x1b54000,0x1b57fff,7.7136,0.0232,0.0062,46,30,11,5,5,13,182,782,0,131,6,zone_indeterminee,10
1750,0x1b58000,0x1b5bfff,7.2658,0.0414,0.0208,206,158,45,3,5,7,50,227,0,129,8,zone_compressee_possible,30
1751,0x1b5c000,0x1b5ffff,7.3902,0.0370,0.0089,96,53,34,9,5,7,207,957,0,113,14,zone_texte_possible,25
1752,0x1b60000,0x1b63fff,6.2105,0.0335,0.0406,411,275,123,13,3,4,113,557,0,106,10,zone_compressee_possible,30
1753,0x1b64000,0x1b67fff,6.6050,0.0199,0.0344,312,248,55,9,5,7,116,521,0,107,9,zone_compressee_possible,30
1754,0x1b68000,0x1b6bfff,7.1500,0.0228,0.0147,161,109,47,5,4,9,312,1458,0,144,13,zone_compressee_possible,30
1755,0x1b6c000,0x1b6ffff,7.6268,0.0032,0.0018,16,2,9,5,2,3,205,888,0,106,12,zone_texte_possible,25
1756,0x1b70000,0x1b73fff,7.6537,0.0285,0.0104,138,78,49,11,8,14,161,727,0,130,15,zone_compressee_possible,30
1757,0x1b74000,0x1b77fff,7.2995,0.0219,0.0092,85,42,24,19,6,7,241,1253,0,119,20,zone_texte_possible,25
1758,0x1b78000,0x1b7bfff,7.3058,0.0546,0.0186,172,111,47,14,3,13,49,204,0,103,25,zone_compressee_possible,30
1759,0x1b7c000,0x1b7ffff,7.5490,0.0565,0.0037,120,92,22,6,5,11,168,774,0,116,18,zone_compressee_possible,30
1760,0x1b80000,0x1b83fff,7.7199,0.0066,0.0012,14,5,4,5,2,12,56,245,0,111,16,zone_indeterminee,10
1761,0x1b84000,0x1b87fff,7.6955,0.0102,0.0029,14,6,7,1,4,15,83,356,0,95,22,zone_indeterminee,10
1762,0x1b88000,0x1b8bfff,7.3377,0.0365,0.0168,154,101,47,6,4,8,62,272,0,109,19,zone_compressee_possible,30
1763,0x1b8c000,0x1b8ffff,7.2003,0.0613,0.0191,185,141,39,5,8,10,420,1892,0,107,15,table_texte_probable,53
1764,0x1b90000,0x1b93fff,7.7210,0.0121,0.0048,29,18,7,4,11,13,164,684,0,111,11,zone_indeterminee,10
1765,0x1b94000,0x1b97fff,7.6166,0.0562,0.0030,59,35,18,6,7,37,267,1214,0,109,8,zone_texte_possible,25
1766,0x1b98000,0x1b9bfff,6.9883,0.0905,0.0190,245,176,54,15,7,22,83,402,0,106,19,zone_compressee_possible,30
1767,0x1b9c000,0x1b9ffff,6.8345,0.0177,0.0120,90,38,41,11,4,10,468,2453,0,99,16,table_texte_probable,56
1768,0x1ba0000,0x1ba3fff,7.7268,0.0106,0.0065,68,35,29,4,6,15,85,369,0,104,4,zone_indeterminee,10
1769,0x1ba4000,0x1ba7fff,6.5655,0.0353,0.0219,163,86,63,14,7,12,317,1712,0,111,12,zone_compressee_possible,30
1770,0x1ba8000,0x1babfff,7.6813,0.0104,0.0035,41,24,10,7,3,4,145,611,0,118,14,zone_indeterminee,10
1771,0x1bac000,0x1baffff,7.7065,0.0390,0.0076,65,40,21,4,2,4,64,268,0,115,14,zone_indeterminee,10
1772,0x1bb0000,0x1bb3fff,7.7119,0.0165,0.0057,115,96,13,6,9,12,152,704,0,115,7,zone_compressee_possible,30
1773,0x1bb4000,0x1bb7fff,7.5746,0.0494,0.0107,170,119,37,14,4,6,76,333,0,114,15,zone_compressee_possible,30
1774,0x1bb8000,0x1bbbfff,6.9121,0.0364,0.0153,170,104,53,13,15,21,300,1387,0,113,10,zone_compressee_possible,30
1775,0x1bbc000,0x1bbffff,7.7222,0.0350,0.0032,41,23,13,5,8,10,129,553,0,103,12,zone_indeterminee,10
1776,0x1bc0000,0x1bc3fff,6.2899,0.2747,0.0092,92,73,17,2,10,16,185,870,0,106,13,zone_indeterminee,10
1777,0x1bc4000,0x1bc7fff,7.6686,0.0052,0.0032,24,9,9,6,6,8,102,427,0,117,12,zone_indeterminee,10
1778,0x1bc8000,0x1bcbfff,6.9874,0.0192,0.0099,93,42,40,11,4,10,372,2070,0,102,5,table_texte_probable,51
1779,0x1bcc000,0x1bcffff,7.5899,0.0071,0.0048,32,9,16,7,3,5,222,1047,0,110,13,zone_texte_possible,25
1780,0x1bd0000,0x1bd3fff,7.7117,0.0093,0.0030,52,16,33,3,10,20,165,727,0,103,12,zone_indeterminee,10
1781,0x1bd4000,0x1bd7fff,7.5042,0.0858,0.0051,121,65,36,20,8,13,112,497,0,126,8,zone_compressee_possible,30
1782,0x1bd8000,0x1bdbfff,7.0758,0.0379,0.0211,238,164,62,12,12,18,277,1336,0,102,14,zone_compressee_possible,30
1783,0x1bdc000,0x1bdffff,7.6645,0.0055,0.0028,14,4,4,6,4,5,213,951,0,106,8,zone_texte_possible,25
1784,0x1be0000,0x1be3fff,7.6892,0.0158,0.0055,65,51,10,4,12,17,241,1203,0,119,9,zone_texte_possible,25
1785,0x1be4000,0x1be7fff,7.1877,0.0082,0.0006,11,4,5,2,8,11,61,275,0,118,12,zone_indeterminee,10
1786,0x1be8000,0x1bebfff,6.9327,0.0365,0.0192,165,117,43,5,17,22,355,1831,0,114,12,table_texte_probable,50
1787,0x1bec000,0x1beffff,6.9231,0.0173,0.0156,94,52,39,3,4,5,407,2384,0,111,14,table_texte_probable,53
1788,0x1bf0000,0x1bf3fff,7.6223,0.0497,0.0060,99,58,35,6,16,23,226,1050,0,124,14,zone_texte_possible,25
1789,0x1bf4000,0x1bf7fff,5.7935,0.1668,0.0386,586,473,105,8,6,13,122,553,0,136,23,zone_compressee_possible,30
1790,0x1bf8000,0x1bfbfff,7.2982,0.0523,0.0045,42,27,9,6,23,26,293,1308,0,116,15,zone_texte_possible,25
1791,0x1bfc000,0x1bfffff,7.7503,0.0121,0.0042,34,25,7,2,6,9,180,770,0,121,15,zone_indeterminee,10
1792,0x1c00000,0x1c03fff,7.4802,0.0156,0.0119,120,81,30,9,9,13,217,946,0,125,10,zone_compressee_possible,30
1793,0x1c04000,0x1c07fff,7.5501,0.0153,0.0037,46,26,13,7,15,20,236,1122,0,124,26,zone_texte_possible,25
1794,0x1c08000,0x1c0bfff,7.7218,0.0070,0.0020,15,4,6,5,7,9,95,412,0,117,2,zone_indeterminee,10
